student	state	district_num	formatted_dist_num	abbrev	district	candidate	party	website	twitter handle	incumbent	age	gender	marital_status	white_non_hispanic	hispanic	black	partisian_lean_pvi	opposed	pct_urban	income	region
bobby	Pennsylvania	9	09	PA	PA09	Dan Meuser 	Republican	https://www.meuserforcongress.com/	Meuser4Congress	No	54	M	Married	T	F	F	R+14	yes	53.11		NE
bobby	Pennsylvania	9	09	PA	PA09	Denny Wolff 	Democratic	https://dennywolff.com/	dennyforPA	No	67	m	Married	T	F	F	R+14	yes	53.11		NE
bobby	Texas	30	30	TX	TX30	Eddie Bernice Johnson	Democratic	https://ebjohnson.house.gov/	RepRBJ	Yes	82	F	Single	F	F	T	D+29	Yes	98.56		S
bobby	Texas	30	30	TX	TX30	Shawn Jones 	Libertarian	https://www.shawnjonesforcongress.com/welcometofreedom		No		M	Single	T	F	F	D+29	Yes	98.56		S
bobby	Texas	34	34	TX	TX34	Rey Gonzalez 	Republican	https://reygonzalez.org/	Reyconzalez34	No		M	Single	T	F	F	D+10	Yes	83.96		S
bobby	Texas	34	34	TX	TX34	Filemon Vela Jr 	Democratic	https://vela.house.gov/	RepFilemonVela	Yes	55	M	Married	T	F	F	D+10	Yes	83.96		S
bobby	Texas	36	36	TX	TX36	Brian Babin 	Republican	https://babin.house.gov/	RepBrianBabin	Yes	70	M	Married	T	F	F	R+26	Yes	67.74		S
bobby	Texas	36	36	TX	TX36	Dayna Steele 	Democratic	https://daynasteele36.com/	daynasteel	No	59	F	Married	T	F	F	R+26	Yes	67.74		S
bobby	Utah	4	04	UT	UT04	Mia Love 	Republican	https://love.house.gov/	MiaBLove	Yes	42	F	Married	F	F	T	R+13	Yes			W
bobby	Utah	4	04	UT	UT04	Ben McAdams 	Democratic	https://benmcadamsforcongress.com/	MayorBenMcAdams	No	43	M	Married	T	F	F	R+13	Yes			W
bobby	Virginia	5	05	VA	VA05	Leslie Cockburn 	Democratic	https://www.lesliecockburnforcongress.com/	LeslieCockburn	No	66	F	Married	T	F	F	R+6	Yes	35.3		S
bobby	Virginia	5	05	VA	VA05	Denver Riggleman 	Republican	http://denverforcongress.com/	Devnber4VA	No	48	M	Married	T	F	F	R+6	Yes	35.3		S
bobby	Virginia	6	06	VA	VA06	Ben Cline 	Republican	http://www.bencline.com/	Cline4Virginia	No	46	M	Married	T	F	F	R+13	Yes	64.34		S
bobby	Virginia	6	06	VA	VA06	Jennifer Lewis 	Democratic	https://jenniferlewisforcongress.com/	JenniferForVa	No	36	F	Married	T	F	F	R+13	Yes	64.34		S
bobby	Washington	8	08	WA	WA08	Dino Rossi 	Republican	https://www.dinorossi.com/	DinoRossiWa	No	58	M	Married	T	F	F	Even	Yes	83.4		W
bobby	Washington	8	08	WA	WA08	Kim Schrier 	Democratic	https://www.drkimschrier.com/	DrKimSchrier	No		F	Married	T	F	F	Even	Yes	83.4		W
bobby	Wisconsin	1	01	WI	WI01	Randy Bryce 	Democratic	https://splash.randybryceforcongress.com/?ref=https://www.randybryceforcongress.com/	IronStache	No	53	M	Single	T	F	F	R+5	Yes	15..87		MW
bobby	Wisconsin	1	01	WI	WI01	Bryan Steil 	Republican	https://steilforwisconsin.com/	BryanSteilForWi	No	37	M	Single	T	F	F	R+5	Yes	15..87		MW
bobby	Wisconsin	1	01	WI	WI01	Ken Yorgan 	Independent	https://www.yorganforcongress.com/	YorganDr	No		M		T	F	F	R+5	Yes	15..87		MW
john	Alabama	1	01	AL	AL01	Bradley Byrne 	Republican	https://www.byrneforcongress.com/	bradleybyrne	Yes	63	M	Married	T	F	F	R+15	Yes	66.82	47083	S
john	Alabama	1	01	AL	AL01	Robert Kennedy Jr 	Democratic	http://www.kennedy4alabama.org/	kennedy4alabama	No	47	M	Married	F	F	T	R+15	Yes	66.82	47083	S
john	Arizona	6	06	AZ	AZ06	Anita Malik 	Democratic	https://anitaforarizona.com/	anitamalik	No	42	F	Married	F	F	F	R+9	Yes	96.8	47976	W
john	Arizona	6	06	AZ	AZ06	David Schweikert 	Republican	https://davidschweikert.com/	DavidSchweikert	Yes	56	M	Married	T	F	F	R+9	Yes	96.8	47976	W
john	Arkansas	3	03	AR	AR03	Michael Kalagias 	Libertarian	http://mkin2012.blogspot.com/	kalagiasforus	No	51	M	Married	T	F	F	R+19	Yes	54.4	33915	S
john	Arkansas	3	03	AR	AR03	Josh Mahony 	Democratic	https://mahonyforcongress.com/	joshuamahony	No	NA	M	Married	T	F	F	R+19	Yes	54.4	33915	S
john	Arkansas	3	03	AR	AR03	Josh Moody 	Independent	https://moodyforarkansas.org/	MooDfor3	No	30	M	NA	T	F	F	R+19	Yes	54.4	33915	S
john	Arkansas	3	03	AR	AR03	Steve Womack 	Republican	https://www.womackforcongress.com/	womack4congress	Yes	61	M	Married	T	F	F	R+19	Yes	54.4	33915	S
john	California	2	02	CA	CA02	Jared Huffman 	Democratic	http://www.jaredhuffman.com/	JaredHuffman	Yes	54	M	Married	T	F	F	D+22	Yes	NA	65414	W
john	California	2	02	CA	CA02	Dale Mensing 	Republican	https://www.theflamingarrow.com/	dalemessing	No	60	M	NA	T	F	F	D+22	Yes	NA	65414	W
john	California	14	14	CA	CA14	Cristina Osmeña 	Republican	https://www.osmenaforcongress.com/	cristinaosmena	No		F	NA	F	F	F	D+27	Yes	NA	NA	W
john	California	14	14	CA	CA14	Jackie Speier 	Democratic	http://www.jackiespeier.org/	JackieSpeier	Yes	68	F	Married	T	F	F	D+27	Yes	NA	NA	W
john	California	19	19	CA	CA19	Justin Aguilera 	Republican	https://www.facebook.com/joinjustinaguilera/	joinjustin19	No	NA	M	NA	F	T	F	D+24	Yes	NA	NA	W
john	California	19	19	CA	CA19	Zoe Lofgren 	Democratic	https://zoelofgren.com/	ZoeLofgren	Yes	70	F	Married	T	F	F	D+24	Yes	NA	NA	W
john	California	29	29	CA	CA29	Benito Bernal 	Republican	https://www.bernalforcongress2018.com/	BB4congress2018	No	54	M	Married	F	T	F	D+29	Yes	NA	NA	W
john	California	29	29	CA	CA29	Tony Cárdenas 	Democratic	www.tonycardenasforcongress.com	RepCardenas	Yes	55	M	Married	F	T	F	D+29	Yes	NA	NA	W
john	California	32	32	CA	CA32	Grace Napolitano 	Democratic	http://www.napolitanoforcongress.com/	grace4congress	Yes	81	F	Married	F	T	F	D+17	Yes	NA	NA	W
john	California	32	32	CA	CA32	Joshua Scott 	Republican	https://votejoshuascott.org/	joshuascottca32	No	25	M	Single	T	F	F	D+17	Yes	NA	NA	W
john	California	35	35	CA	CA35	Norma Torres 	Democratic	https://normatorres.com/	Norma4Congress	Yes	53	F	Married	F	T	F	D+19	yes	NA	NA	W
john	California	35	35	CA	CA35	Christian Valiente 	Republican	https://www.votevaliente.com/	CLVALIENTE4	No	NA	M	NA	F	T	F	D+19	yes	NA	NA	W
john	California	37	37	CA	CA37	Karen Bass 	Democratic	https://karenbass.com/	KarenBassTweets	Yes	64	F	Divorced	F	F	T	D+37	yes	NA	46081	W
john	California	37	37	CA	CA37	Ron Bassilian 	Republican	https://ronfor37.org/	ron4california	No	NA	M	NA	T	F	F	D+37	yes	NA	46081	W
kailey	Alaska	at-large	00	AK	AK00	Alyse Galvin 	Undeclared/Democratic	https://www.alyse4alaska.com/	AlyseGalvin	No		F	Single					Yes			W
kailey	Alaska	at-large	00	AK	AK00	Don Young 	Republican	https://donyoung.house.gov/	repdonyoung	Yes	85	M	Married	T	F	F		Yes			W
kaixuan	Alabama	4	04	AL	AL04	Robert Aderholt 	Republican	https://aderholt.house.gov/	robert_aderholt	Yes	53	M	Married	T	F	F	R+30	Yes	34.62		S
kaixuan	Alabama	4	04	AL	AL04	Lee Auman 	Democratic	https://ballotpedia.org/Lee_Auman	LeeAuman2018	No	25	M		T	F	F	R+30	No	34.62		S
kaixuan	Alabama	6	06	AL	AL06	Danner Kline 	Democratic	https://www.votedannerkline.com/	VoteDannerKline	No		M	Married	T	F	F	R+26		69.17		S
kaixuan	Alabama	6	06	AL	AL06	Gary Palmer 	Republican	https://palmer.house.gov/	USRepGaryPalmer	Yes	64	M		T	F	F	R+26		69.17		S
kaixuan	Arizona	5	05	AZ	AZ05	Andy Biggs 	Republican	https://biggsforcongress.com/	RepAndyBiggsAZ	Yes	60	M	Married	T	F	F	R+15		97.2		W
kaixuan	Arizona	5	05	AZ	AZ05	Joan Greene 	Democratic	https://en.wikipedia.org/wiki/Arizona%27s_5th_congressional_district	joangreeneaz	No		F		T	F	F	R+15		97.2		W
kaixuan	Illinois	9	09	IL	IL09	John Elleson 	Republican	https://en.wikipedia.org/wiki/Illinois%27s_9th_congressional_district	JohnElleson			M		T	F	F	D+18		100	63,039	MW
kaixuan	Illinois	9	09	IL	IL09	Jan Schakowsky 	Democratic	https://en.wikipedia.org/wiki/Illinois%27s_9th_congressional_district	janschakowsky			F		T	F	F	D+18		100	63,039	MW
kaixuan	Iowa	1	01	IA	IA01	Rod Blum 	Republican	https://en.wikipedia.org/wiki/Iowa%27s_1st_congressional_district	RepRodBlum			M		T	F	F	D+1		66.35	38,727	MW
kaixuan	Iowa	1	01	IA	IA01	Abby Finkenauer 	Democratic	https://en.wikipedia.org/wiki/Iowa%27s_1st_congressional_district	Abby4Iowa			F		T	F	F	D+1		66.35	38,727	MW
kaixuan	Iowa	1	01	IA	IA01	Henry Gaff 	Green	https://en.wikipedia.org/wiki/Iowa%27s_1st_congressional_district	HenryGraff			M		T	F	F	D+1		66.35	38,727	MW
kaixuan	Kentucky	3	03	KY	KY03	Vickie Glisson 	Republican	https://en.wikipedia.org/wiki/Kentucky%27s_3rd_congressional_district	VickieYGlisson			M		T	F	F	D+6		99.33	51,070	S
kaixuan	Kentucky	3	03	KY	KY03	John Yarmuth 	Democratic	https://en.wikipedia.org/wiki/Kentucky%27s_3rd_congressional_district	RepJohnYarmuth			M		T	F	F	D+6		99.33	51,070	S
kaixuan	Louisiana	5	05	LA	LA05	Ralph Abraham 	Republican	https://en.wikipedia.org/wiki/Louisiana%27s_5th_congressional_district	RepAbraham			M		T	F	F	R+15		48.35	36,717	S
kaixuan	Louisiana	5	05	LA	LA05	Billy Burkette 	Independent	https://en.wikipedia.org/wiki/Louisiana%27s_5th_congressional_district	VoteJessee			M	Married 	T	F	F	R+15		48.35	36,717	S
kaixuan	Louisiana	5	05	LA	LA05	Jesse Carlton Fleenor 	Democratic	https://en.wikipedia.org/wiki/Louisiana%27s_5th_congressional_district									R+15		48.35	36,717	S
kaixuan	Louisiana	5	05	LA	LA05	Kyle Randol 	Libertarian	https://en.wikipedia.org/wiki/Louisiana%27s_5th_congressional_district									R+15		48.35	36,717	S
kaixuan	Maine	2	02	ME	ME02	Jared Golden 	Democratic	https://en.wikipedia.org/wiki/Maine%27s_2nd_congressional_district	golden4congress			M		T	F	F	R+2		27.89		NE
kaixuan	Maine	2	02	ME	ME02	Bruce Poliquin 	Republican	https://en.wikipedia.org/wiki/Maine%27s_2nd_congressional_district	RepPoliquin			M		T	F	F	R+2		27.89		NE
kaixuan	Mississippi	3	03	MS	MS03	Michael Evans 	Democratic	https://en.wikipedia.org/wiki/Mississippi%27s_3rd_congressional_district									R+13		40.33	31,907	S
kaixuan	Mississippi	3	03	MS	MS03	Michael Guest 	Republican	https://en.wikipedia.org/wiki/Mississippi%27s_3rd_congressional_district	GuestCongress			M	Married 	T	F	F	R+13		40.33	31,907	S
kaixuan	Mississippi	3	03	MS	MS03	Matthew Holland 	Reform	https://en.wikipedia.org/wiki/Mississippi%27s_3rd_congressional_district									R+13		40.33	31,907	S
kaixuan	New York	13	13	NY	NY13	Jineea Butler 	Republican	https://en.wikipedia.org/wiki/New_York%27s_13th_congressional_district	Jineea4Congress			F		F	F	T	D+43		100		NE
kaixuan	New York	13	13	NY	NY13	Adriano Espaillat 	Democratic	https://en.wikipedia.org/wiki/New_York%27s_13th_congressional_district	RepEspaillat			M					D+43		100		NE
kaixuan	New York	15	15	NY	NY15	Jason Gonzalez 	Republican	https://en.wikipedia.org/wiki/New_York%27s_15th_congressional_district	ByJasonGonzales			M		F	T	F	D+44		100		NE
kaixuan	New York	15	15	NY	NY15	José Serrano 	Democratic	https://en.wikipedia.org/wiki/New_York%27s_15th_congressional_district	RepJoseSerrano			M		F	T	F	D+44		100		NE
kaixuan	Oregon	4	04	OR	OR04	Peter DeFazio 	Democratic	https://en.wikipedia.org/wiki/Oregon%27s_4th_congressional_district	RepPeterDeFazio			M		T	F	F	EVEN		69.17	35,796	W
kaixuan	Oregon	4	04	OR	OR04	Art Robinson 	Republican	https://en.wikipedia.org/wiki/Oregon%27s_4th_congressional_district									EVEN		69.17	35,796	W
kaixuan	Pennsylvania	18	18	PA	PA18	Mike Doyle 	Democratic	https://en.wikipedia.org/wiki/Pennsylvania%27s_18th_congressional_district	USRepMikeDoyle			M		T	F	F	R+11		84.05	44,938	NE
kaixuan	South Carolina	6	06	SC	SC06	Jim Clyburn 	Democratic	https://en.wikipedia.org/wiki/South_Carolina%27s_6th_congressional_district	Clyburn			M		F	F	T	D+19		na	28,967	S
kaixuan	South Carolina	6	06	SC	SC06	Gerhan Gressmann 	Republican	https://en.wikipedia.org/wiki/South_Carolina%27s_6th_congressional_district									D+19		na	28,967	S
kaixuan	South Carolina	6	06	SC	SC06	Bryan Pugh 	Green	https://en.wikipedia.org/wiki/South_Carolina%27s_6th_congressional_district	BryanKellyPugh			M		T	F	F	D+19		na	28,967	S
kaixuan	South Dakota	Dakota	00	SD	SD00	Tim Bjorkman 	Democratic	https://en.wikipedia.org/wiki/South_Dakota%27s_at-large_congressional_district	TimBjorkmanSD			M		T	F	F	R+14		55.8	47,223	MW
kaixuan	South Dakota	Dakota	00	SD	SD00	George Hendrickson 	Libertarian	https://en.wikipedia.org/wiki/South_Dakota%27s_at-large_congressional_district									R+14		55.8	47,223	MW
kaixuan	South Dakota	Dakota	00	SD	SD00	Dusty Johnson 	Republican	https://en.wikipedia.org/wiki/South_Dakota%27s_at-large_congressional_district	DustyJohnson			M		T	F	F	R+14		55.8	47,223	MW
kaixuan	Texas	24	24	TX	TX24	Mike Kolls 	Libertarian	https://en.wikipedia.org/wiki/Texas%27s_24th_congressional_district									R+9		99.89	70,454	S
kaixuan	Texas	24	24	TX	TX24	Kenny Marchant 	Republican	https://en.wikipedia.org/wiki/Texas%27s_24th_congressional_district	RepKenMarchant			M		T	F	F	R+9		99.89	70,454	S
kaixuan	Texas	24	24	TX	TX24	Jan McDowell 	Democratic	https://en.wikipedia.org/wiki/Texas%27s_24th_congressional_district	JanForCongress			F		T	F	F	R+9		99.89	70,454	S
kaixuan	Virginia	4	04	VA	VA04	Ryan McAdams 	Republican	https://en.wikipedia.org/wiki/Virginia%27s_4th_congressional_district									D+10		73.83	54,607	S
kaixuan	Virginia	4	04	VA	VA04	Donald McEachin 	Democratic	https://en.wikipedia.org/wiki/Virginia%27s_4th_congressional_district	RepMcEachin			M		F	F	T	D+10		73.83	54,607	S
kaixuan	Virginia	4	04	VA	VA04	Pete Wells 	Libertarian	https://en.wikipedia.org/wiki/Virginia%27s_4th_congressional_district									D+10		73.83	54,607	S
kaixuan	Washington	1	01	WA	WA01	Jeffrey Beeler 	Republican	https://en.wikipedia.org/wiki/Washington%27s_1st_congressional_district									D+6		na	58,565	W
kaixuan	Washington	1	01	WA	WA01	Suzan DelBene 	Democratic	https://en.wikipedia.org/wiki/Washington%27s_1st_congressional_district	RepDelBene			F		T	F	F	D+6		na	58,565	W
kaixuan	Washington	6	06	WA	WA06	Douglas Dightman 	Republican	https://en.wikipedia.org/wiki/Washington%27s_6th_congressional_district									D+6		na	39,205	W
kaixuan	Washington	6	06	WA	WA06	Derek Kilmer 	Democratic	https://en.wikipedia.org/wiki/Washington%27s_6th_congressional_district	RepDerekKilmer			M		T	F	F	D+6		na	39,205	W
kaixuan	Wisconsin	4	04	WI	WI04	Gwen Moore 	Democratic	https://en.wikipedia.org/wiki/Wisconsin%27s_4th_congressional_district	RepGwenMoore			F		F	F	T	D+25		100	38,600	MW
kaixuan	Wisconsin	4	04	WI	WI04	Robert Raymond 	Independent	https://en.wikipedia.org/wiki/Wisconsin%27s_4th_congressional_district									D+25		100	38,600	MW
kaixuan	Wisconsin	4	04	WI	WI04	Tim Rogers 	Republican	https://en.wikipedia.org/wiki/Wisconsin%27s_4th_congressional_district									D+25		100	38,600	MW
kaixuan	Wisconsin	7	07	WI	WI07	Ken Driessen 	Direct Participatory Democracy	https://en.wikipedia.org/wiki/Wisconsin%27s_7th_congressional_district									R+8		42.04	39,026	MW
kaixuan	Wisconsin	7	07	WI	WI07	Sean Duffy 	Republican	https://en.wikipedia.org/wiki/Wisconsin%27s_7th_congressional_district	RepSeanDuffy			M		T	F	F	R+8		42.04	39,026	MW
kaixuan	Wisconsin	7	07	WI	WI07	Margaret Engebretson 	Democratic	https://en.wikipedia.org/wiki/Wisconsin%27s_7th_congressional_district	vetfordemocracy			F		T	F	F	R+8		42.04	39,026	MW
michelle	Arizona	1	01	AZ	AZ01	Tom O'Halleran 	Democratic	https://ohalleran.house.gov/	RepOHalleran	Yes	72	M	Married	T	F	F	R+2	Yes	55.4	32979	W
michelle	Arizona	1	01	AZ	AZ01	Wendy Rogers 	Republican	https://wendyrogers.org/	WendyRogersAZ	No	64	F	Married	T	F	F	R+2	Yes	55.4	32979	W
michelle	Arizona	3	03	AZ	AZ03	Raúl Grijalva 	Democratic	https://grijalva.house.gov/	RepRaulGrijalva	Yes	70	M	Married	F	T	F	D+13	Yes	88.8	40734	W
michelle	Arizona	3	03	AZ	AZ03	Nick Pierson 	Republican	https://www.piersonforcongress.com	NA	No	NA	M	Married	F	T	F	D+13	Yes	88.8	40734	W
michelle	California	5	05	CA	CA05	Anthony Mills 	No party preference	http://candidatemills.com/	NA	No	67	M	NA	T	F	F	D+21	Yes	NA	NA	W
michelle	California	5	05	CA	CA05	Mike Thompson 	Democratic	https://mikethompson.house.gov/	RepThompson	Yes	67	M	Married	T	F	F	D+21	Yes	NA	NA	W
michelle	California	6	06	CA	CA06	Jrmar Jefferson 	Democratic	NA	JrmarJefferson	No	NA	M	NA	F	F	T	D+21	Yes	NA	NA	W
michelle	California	6	06	CA	CA06	Doris Matsui 	Democratic	https://matsui.house.gov/	DorisMatsui	Yes	73	F	Single	F	F	F	D+21	Yes	NA	NA	W
michelle	California	7	07	CA	CA07	Ami Bera 	Democratic	https://bera.house.gov/	RepBera	Yes	53	M	Married	F	F	F	D+3	Yes	NA	NA	W
michelle	California	7	07	CA	CA07	Andrew Grant 	Republican	https://www.andrewgrantforcongress.com/	AndrewFGrant	No	NA	M	Married	T	F	F	D+3	Yes	NA	NA	W
michelle	California	11	11	CA	CA11	Mark DeSaulnier 	Democratic	https://desaulnier.house.gov/	RepDeSaulnier	Yes	66	M	Single	T	F	F	D+21	Yes	NA	NA	W
michelle	California	11	11	CA	CA11	John Fitzgerald 	Republican	http://johnfitzgeraldforcongress.com/	JFitz4Congress	No	NA	M	NA	T	F	F	D+21	Yes	NA	NA	W
michelle	California	13	13	CA	CA13	Barbara Lee 	Democratic	https://lee.house.gov/	RepBarbaraLee	Yes	72	F	Single	F	F	T	D+40	Yes	NA	NA	W
michelle	California	13	13	CA	CA13	Laura Wells 	Green	https://laurawells.org/	LauraWellsCA	70	NA	F	NA	T	F	F	D+40	Yes	NA	NA	W
michelle	California	20	20	CA	CA20	Ronald Kabat 	No party preference	NA	NA	No	NA	M	Married	T	F	F	D+23	Yes	NA	NA	W
michelle	California	20	20	CA	CA20	Jimmy Panetta 	Democratic	https://panetta.house.gov/	RepJimmyPanetta	Yes	48	M	Married	T	F	F	D+23	Yes	NA	NA	W
michelle	California	22	22	CA	CA22	Andrew Janz 	Democratic	https://www.andrewjanzforcongress.com/	JanzforCongress	No	NA	M	Married	F	F	F	R+8	Yes	NA	NA	W
michelle	California	22	22	CA	CA22	Devin Nunes 	Republican	https://nunes.house.gov/	RepDevinNunes	Yes	44	M	Married	T	F	F	R+8	Yes	NA	NA	W
michelle	California	25	25	CA	CA25	Katie Hill 	Democratic	https://www.katiehillforcongress.com	KatieHill4CA	30	NA	F	Married	T	F	F	EVEN	Yes	NA	NA	W
michelle	California	25	25	CA	CA25	Steve Knight 	Republican	https://knight.house.gov/	SteveKnight25	Yes	51	M	Married	T	F	F	EVEN	Yes	NA	NA	W
michelle	Colorado	1	01	CO	CO01	Diana DeGette 	Democratic	https://degette.house.gov/	RepDianaDegette	Yes	61	F	Married	T	F	F	D+21	Yes	100	NA	W
michelle	Colorado	1	01	CO	CO01	Casper Stockham 	Republican	https://www.casperforcolorado.com/	Casper4Colorado	No	NA	M	Married	F	F	T	D+21	Yes	100	NA	W
michelle	Colorado	1	01	CO	CO01	Gary Swing 	Unity	http://www.newmenu.org/swingvoter	SwingGary	No	50	M	Single	T	F	F	D+21	Yes	100	NA	W
michelle	Connecticut	1	01	CT	CT01	John Larson 	Democratic	https://larson.house.gov/	RepJohnLarson	Yes	70	M	Married	T	F	F	D+12	Yes	93.4	50227	NE
michelle	Connecticut	1	01	CT	CT01	Jennifer Nye 	Republican	https://www.nye4congress.com/	Nye4Congress	No	NA	F	Married	T	F	F	D+12	Yes	93.4	50227	NE
michelle	Connecticut	4	04	CT	CT04	Harry Arora 	Republican	https://www.harryforct.com/	HarryForCT	No	NA	M	Married	F	F	F	D+7	Yes	95.9	66598	NE
michelle	Connecticut	4	04	CT	CT04	Jim Himes 	Democratic	https://himes.house.gov/	jahimes	Yes	52	M	Married	T	F	F	D+7	Yes	95.9	66598	NE
michelle	Florida	5	05	FL	FL05	Virginia Fuller 	Republican	https://fullerforcongress.com/	Florida_CD5	No	NA	F	Single	F	F	T	D+12	Yes	83.37	NA	S
michelle	Florida	5	05	FL	FL05	Al Lawson 	Democratic	https://lawson.house.gov/	RepAlLawsonJr	Yes	70	M	Married	F	F	T	D+12	Yes	83.37	NA	S
michelle	Florida	6	06	FL	FL06	Nancy Soderberg 	Democratic	https://soderbergforcongress.com/	nancysoderberg	No	60	F	Single	T	F	F	R+7	Yes	86.15	NA	S
michelle	Florida	6	06	FL	FL06	Michael Waltz 	Republican	https://michaelwaltz.com/	michaelgwaltz	44	NA	M	Married	T	F	F	R+7	Yes	86.15	NA	S
michelle	Florida	11	11	FL	FL11	Dana Cottrell 	Democratic	https://danacottrellforcongress.com/	DanaforCongress	No	NA	F	Married	T	F	F	R+15	Yes	75.19	NA	S
michelle	Florida	11	11	FL	FL11	Daniel Webster 	Republican	https://webster.house.gov/	RepWebster	Yes	69	M	Married	T	F	F	R+15	Yes	75.19	NA	S
michelle	Florida	19	19	FL	FL19	David Holden 	Democratic	https://www.holden2018.com/	holden2018	No	NA	M	Married	T	F	F	R+13	Yes	96.3	NA	S
michelle	Florida	19	19	FL	FL19	Francis Rooney 	Republican	https://francisrooney.house.gov/	RepRooney	Yes	64	M	Married	T	F	F	R+13	Yes	96.3	NA	S
michelle	Georgia	1	01	GA	GA01	Buddy Carter 	Republican	https://buddycarter.house.gov/	RepBuddyCarter	Yes	61	M	Married	T	F	F	R+9	Yes	70.98	NA	S
michelle	Georgia	1	01	GA	GA01	Lisa Ring 	Democratic	https://www.lisaringforcongress.com/	LisaRingGA01	No	NA	F	Married	T	F	F	R+9	Yes	70.98	NA	S
michelle	Illinois	4	04	IL	IL04	Jesús "Chuy" García	Democratic	http://jesuschuygarcia.com/	JesusGGarcia	No	62	M	Married	F	T	F	D+33	Yes	100	39744	MW
michelle	Illinois	4	04	IL	IL04	Mark Lorch 	Republican	NA	marklorch	No	NA	M	NA	T	F	F	D+33	Yes	100	39744	MW
michelle	Indiana	1	01	IN	IN01	Mark Leyva 	Republican	http://markleyva.com/	NA	No	58	M	Single	F	T	F	D+8	Yes	87.02	44087	MW
michelle	Indiana	1	01	IN	IN01	Pete Visclosky 	Democratic	http://www.viscloskyforcongress.us/	TeamVisclosky	Yes	69	M	Married	T	F	F	D+8	Yes	87.02	44087	MW
michelle	Indiana	2	02	IN	IN02	Mel Hall 	Democratic	https://www.melforcongress.com/	melforcongress	No	NA	M	Single	T	F	F	R+11	Yes	72.9	40381	MW
michelle	Indiana	2	02	IN	IN02	Jackie Walorski 	Republican	http://walorski.house.gov/	RepWalorski	Yes	55	F	Married	T	F	F	R+11	Yes	72.9	40381	MW
michelle	Iowa	2	02	IA	IA02	Daniel Clark 	Independent	https://loebsack.house.gov/	dcforcongress	No	NA	M	NA	T	F	F	D+1	Yes	66.06	40121	MW
michelle	Iowa	2	02	IA	IA02	Dave Loebsack 	Democratic	https://loebsack.house.gov/	daveloebsack	Yes	65	M	Married	T	F	F	D+1	Yes	66.06	40121	MW
michelle	Iowa	2	02	IA	IA02	Christopher Peters 	Republican	https://drpetersforiowa.com/	DrPeters4Iowa	No	58	M	Married	T	F	F	D+1	Yes	66.06	40121	MW
michelle	Maine	1	01	ME	ME01	Marty Grohman 	Independent	https://www.martygrohman.com/	mgrohman	No	NA	M	Married	T	F	F	D+8	Yes	49.44	42044	NE
michelle	Maine	1	01	ME	ME01	Mark Holbrook 	Republican	https://www.holbrook4me.org/	MarkHolbrook_ME	59	NA	M	Married	T	F	F	D+8	Yes	49.44	42044	NE
michelle	Maine	1	01	ME	ME01	Chellie Pingree 	Democratic	https://pingree.house.gov/	chelliepingree	Yes	63	F	Single	T	F	F	D+8	Yes	49.44	42044	NE
michelle	Maryland	6	06	MD	MD06	Ted Athey 	Independent	http://www.tedathey.com/	AtheyTed	No	NA	M	Married	T	F	F	D+6	Yes	84.49	73641	S
michelle	Maryland	6	06	MD	MD06	Kevin Caldwell 	Libertarian	https://www.electkevincaldwell.com/	Caldwell4MD6CD	No	NA	M	NA	T	F	F	D+6	Yes	84.49	73641	S
michelle	Maryland	6	06	MD	MD06	George Gluck 	Green	https://sites.google.com/prod/view/georgegluck	Gluck4Congress	No	71	M	Married	T	F	F	D+6	Yes	84.49	73641	S
michelle	Maryland	6	06	MD	MD06	Amie Hoeber 	Republican	https://www.amieformaryland.com/	amieformaryland	No	76	F	Married	T	F	F	D+6	Yes	84.49	73641	S
michelle	Maryland	6	06	MD	MD06	David Trone 	Democratic	https://www.davidtrone.com/	davidjtrone	No	63	M	Married	T	F	F	D+6	Yes	84.49	73641	S
michelle	Massachusetts	8	08	MA	MA08	Stephen Lynch 	Democratic	https://lynch.house.gov/	RepStephenLynch	Yes	63	M	Married	T	F	F	D+10	No	NA	NA	NE
michelle	Michigan	10	10	MI	MI10	Kimberly Bizon 	Democratic	https://www.electbizon2018.com/	electbizon2018	No	49	F	NA	T	F	F	R+13	Yes	NA	NA	MW
michelle	Michigan	10	10	MI	MI10	Harley Mikkelson 	Green	http://www.harleymikkelson.com/	NA	No	NA	M	Married	T	F	F	R+13	Yes	NA	NA	MW
